X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,Y
E,2,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,1,2,A6,K,K,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,L,L,L,L,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
C,1,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,K,K,K,K,K,L,P,P,P,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,I,J,J,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,1
E,2,2,1,A4,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
B,1,1,1,A2,L,L,L,L,L,L,R,P,Q,Q,Q,Q,V,W,W,W,W,X,0
B,1,1,2,A5,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,V,0
F,1,2,2,A6,L,J,K,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,3,1,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A5,L,L,J,L,L,L,R,R,R,R,Q,R,X,X,X,W,X,X,0
F,2,2,1,A4,K,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,1,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,1,A4,K,K,K,K,K,K,N,O,Q,Q,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,J,J,J,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,3,1,A4,J,J,J,J,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,2,2,2,A6,K,K,K,K,K,K,R,R,R,R,Q,Q,X,X,X,X,X,X,0
F,2,2,1,A4,K,K,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A6,I,J,I,J,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,1
F,2,3,2,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,2,1,A4,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,2,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A3,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,1,A6,L,L,J,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,1,A5,K,J,K,K,K,J,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,3,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,3,1,A2,K,K,J,K,K,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,3,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,K,K,Q,R,R,R,R,R,X,X,X,X,X,X,0
F,1,1,1,A3,J,K,K,K,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,1
F,2,3,2,A6,K,J,K,K,J,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,1,A2,J,J,J,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,1
F,2,3,2,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A5,K,K,K,K,K,K,P,P,P,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,2,A3,K,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
B,1,1,2,A6,L,L,L,L,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,2,2,A4,K,K,K,K,K,K,M,M,N,N,N,N,X,X,X,X,X,X,0
E,2,1,1,A5,L,L,L,L,L,K,R,R,Q,R,Q,Q,X,V,X,V,X,X,1
F,1,1,2,A6,K,K,K,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,2,A6,K,K,K,K,K,K,P,P,P,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,2,A5,L,L,L,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A4,J,J,K,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,4,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,3,1,A6,K,K,K,K,K,K,O,O,O,O,O,P,X,X,X,X,X,X,0
E,2,2,1,A5,J,K,K,J,J,J,P,O,O,O,O,O,X,X,X,X,X,X,1
D,1,3,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,1,2,A6,K,K,K,K,K,K,P,P,P,Q,Q,Q,X,X,X,X,X,X,0
F,1,3,1,A2,K,K,K,K,K,K,P,P,P,R,R,R,X,X,X,X,X,X,0
C,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,2,A6,K,K,J,K,K,K,P,N,N,P,P,P,X,X,X,X,X,X,0
F,1,2,2,A5,K,K,J,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,K,K,Q,Q,R,R,Q,Q,X,X,X,X,X,X,0
F,2,2,3,A6,K,K,K,K,K,K,Q,R,R,Q,R,R,X,X,X,X,X,X,0
C,2,2,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,1,1,A2,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
B,1,2,1,A3,L,L,K,K,K,K,R,P,P,P,P,O,V,X,X,X,V,X,0
D,2,1,1,A2,K,K,K,K,K,K,N,N,N,O,O,O,X,X,X,X,X,X,0
F,2,2,2,A6,K,L,L,L,K,K,R,R,Q,R,R,R,X,W,X,X,X,X,0
F,1,1,3,A3,L,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,1
D,1,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,Q,X,X,X,X,W,X,1
B,1,1,1,A4,K,K,K,K,K,K,M,M,M,M,N,N,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A6,K,L,L,L,J,K,R,R,R,P,O,Q,X,X,V,X,X,X,0
D,2,2,2,A6,K,K,K,K,K,L,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
F,1,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,J,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,1
D,2,2,1,A6,K,K,K,K,K,K,N,N,O,O,O,O,X,X,X,X,X,X,0
B,1,3,2,A5,L,L,L,L,L,L,R,R,Q,Q,R,R,X,W,X,X,X,V,0
D,2,1,1,A4,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
E,2,2,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,K,L,L,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,1,1,A5,K,K,K,K,K,K,P,P,P,P,Q,Q,X,X,X,X,X,X,0
D,2,2,2,A6,K,K,K,K,K,K,N,O,O,O,O,O,X,X,X,X,X,X,0
F,1,3,2,A6,K,K,K,K,K,L,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
B,1,1,1,A1,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
F,2,3,2,A5,K,K,K,K,K,K,P,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
C,2,1,2,A6,J,J,K,K,J,K,P,P,P,P,P,P,X,X,X,X,X,V,1
F,1,2,3,A5,L,L,L,K,K,K,Q,R,Q,Q,Q,Q,X,W,X,X,X,X,0
D,1,2,1,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,2,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
F,1,2,1,A5,K,K,K,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,0
F,1,3,2,A6,J,K,K,L,L,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,4,1,A4,K,K,K,K,K,K,Q,Q,Q,Q,R,Q,X,X,X,X,X,X,0
E,2,2,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,2,1,A4,L,L,L,L,L,L,P,Q,R,R,P,P,W,X,X,V,V,W,0
E,2,1,1,A5,K,K,L,L,L,L,R,Q,R,R,R,R,X,X,X,X,X,X,1
B,1,1,2,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,3,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A6,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,2,1,2,A6,K,L,K,K,K,K,R,R,Q,Q,Q,Q,X,X,X,X,X,X,0
B,1,4,1,A5,K,K,K,K,L,L,N,O,O,Q,P,R,X,U,W,V,X,V,0
C,2,2,1,A4,J,J,J,J,J,J,N,N,N,N,N,N,X,X,X,X,X,X,1
F,2,2,2,A6,L,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,3,1,A5,K,K,K,J,J,J,R,R,Q,R,Q,Q,X,X,X,X,X,X,1
F,2,2,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A3,J,K,K,K,K,K,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A5,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,L,K,L,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,1
F,2,2,3,A4,K,L,K,K,L,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A5,K,K,K,K,L,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
E,1,2,1,A3,K,K,J,J,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,2,2,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,1,1,2,A6,L,L,L,L,L,L,R,R,R,R,Q,R,X,X,X,W,X,X,0
F,2,3,2,A6,L,J,J,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,1,2,A4,K,K,K,K,K,K,N,N,N,O,O,O,X,X,X,X,X,X,0
E,1,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
C,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,1,A5,J,K,K,K,K,K,O,O,O,P,P,P,X,X,X,X,X,X,0
F,2,3,2,A5,L,L,J,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,1,A4,K,K,K,K,K,K,N,N,O,P,P,Q,X,X,X,X,X,T,0
F,2,3,2,A6,K,K,K,K,K,K,R,Q,R,R,R,R,X,X,X,X,X,X,0
E,2,1,2,A6,K,L,J,L,L,J,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,1,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A5,K,K,K,K,K,K,N,N,O,Q,O,O,X,X,X,U,X,X,0
E,2,1,2,A6,K,K,K,K,K,K,O,O,O,P,P,P,X,X,X,X,X,X,0
F,2,2,1,A4,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A6,I,J,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
D,1,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,J,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
C,1,1,1,A5,L,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,1,A3,L,L,L,L,L,L,Q,R,R,Q,R,R,X,X,W,X,X,X,0
C,1,1,1,A4,K,K,L,L,K,K,Q,R,R,R,R,R,X,X,X,X,X,X,0
D,1,2,2,A5,K,K,K,K,K,K,N,N,N,O,O,O,X,X,X,X,X,X,0
F,1,2,2,A5,K,K,K,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A5,K,K,K,K,K,K,P,P,Q,Q,Q,Q,X,X,X,X,X,X,0
C,1,1,2,A5,L,J,K,K,J,K,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,1,1,A4,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,4,1,A4,K,K,K,K,K,K,P,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,2,2,1,A5,K,J,J,J,J,J,O,O,O,O,O,N,X,X,X,X,X,X,0
E,1,3,2,A6,K,K,L,L,L,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,1,2,A3,K,K,K,K,K,K,P,O,O,O,O,O,X,X,X,X,X,X,1
C,2,1,2,A5,L,L,K,L,L,L,Q,R,Q,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A5,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,2,A6,K,K,K,K,J,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,1,3,1,A5,K,K,K,K,L,J,P,P,O,R,R,R,X,V,X,X,X,X,0
F,2,1,2,A6,K,J,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,1,A3,K,K,K,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,1,1,2,A4,K,K,K,K,K,L,P,P,P,P,Q,R,W,W,W,X,X,X,0
E,2,1,2,A6,L,L,L,K,L,K,R,R,R,R,R,R,X,X,X,W,X,X,0
D,2,1,2,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,1,1,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,2,2,A6,L,L,L,L,L,K,R,R,R,R,Q,R,X,X,X,W,X,X,1
E,1,3,1,A5,L,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,1,1,A5,J,J,J,J,K,K,Q,P,P,P,P,P,X,X,X,X,X,X,1
F,2,3,3,A5,K,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,0
E,1,1,1,A5,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,1,2,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,1,2,A6,K,K,K,L,L,L,Q,Q,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,K,L,Q,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,1,3,1,A1,K,K,K,K,K,J,N,N,N,O,P,P,X,X,X,X,X,X,0
E,2,2,2,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,1,1,A3,L,L,L,K,K,L,Q,Q,N,O,O,Q,W,T,X,X,W,W,0
F,2,2,2,A6,K,K,K,K,K,K,R,Q,Q,R,R,R,W,X,X,X,X,X,0
F,1,3,1,A3,J,J,J,H,I,I,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,3,1,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,1,2,A5,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
F,1,2,1,A4,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,2,A6,K,J,K,K,K,I,R,R,R,R,R,R,X,X,X,X,X,X,1
B,1,1,2,A6,K,K,K,K,K,K,M,M,M,N,N,N,W,X,X,X,V,X,0
E,2,3,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,W,0
F,2,1,2,A6,K,L,K,K,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,2,A3,K,K,K,K,K,K,P,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,1,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,2,A5,K,K,K,K,K,K,O,O,O,O,O,P,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,K,K,R,R,Q,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A6,L,L,L,L,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,1,2,A6,K,K,J,J,J,J,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,2,A5,K,K,K,K,K,K,Q,Q,R,R,R,R,X,X,X,X,X,X,1
B,1,1,1,A1,L,L,L,K,K,K,R,Q,R,R,R,R,W,X,X,X,X,X,0
B,1,1,2,A6,K,K,K,K,K,K,N,N,N,N,N,N,X,X,X,X,X,X,0
F,2,3,1,A6,K,J,K,K,K,J,P,P,Q,Q,P,P,X,X,X,W,X,X,0
C,2,2,1,A6,K,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,1,A4,K,K,L,L,K,K,Q,R,R,Q,Q,Q,X,X,W,X,X,X,0
E,2,1,2,A6,J,J,K,K,J,J,O,O,O,O,O,O,X,X,X,X,X,X,1
E,2,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,K,L,K,K,K,K,R,Q,Q,Q,Q,Q,W,X,X,X,X,X,0
E,1,2,2,A6,K,K,K,K,K,K,P,Q,Q,Q,R,Q,X,X,X,X,W,X,0
C,2,1,2,A6,L,L,L,L,L,L,R,Q,R,R,R,R,W,X,X,X,X,X,0
F,2,2,2,A5,L,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
D,1,1,2,A5,K,K,K,K,K,K,N,N,N,N,N,O,X,X,X,X,X,X,1
F,2,2,2,A6,J,J,J,J,H,I,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,1,1,A4,K,K,K,K,K,K,O,O,O,O,O,O,X,X,X,X,X,X,0
F,2,3,2,A3,K,K,K,K,K,K,P,P,P,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,2,A6,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,1,2,A3,K,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,1,1,A5,K,J,K,K,J,J,Q,Q,Q,Q,Q,P,X,X,X,X,X,X,1
E,1,1,1,A3,L,L,L,L,L,L,R,R,Q,P,R,R,X,W,V,X,X,X,0
E,2,2,1,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,1,2,A5,K,K,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A5,K,K,K,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
D,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,1,1,A5,L,L,K,K,K,L,R,Q,P,P,Q,P,W,W,W,X,V,X,0
E,1,1,1,A4,K,K,K,K,K,J,O,O,O,O,O,O,X,X,X,X,X,X,0
E,1,1,1,A3,K,K,K,L,L,L,O,Q,R,R,R,R,X,X,X,X,X,X,0
D,2,1,2,A6,L,K,K,K,K,K,Q,Q,Q,Q,Q,P,X,X,X,X,W,W,0
E,1,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,R,R,X,X,X,X,X,X,0
F,2,3,1,A2,K,K,K,K,K,J,Q,Q,Q,R,R,R,X,X,X,X,X,X,0
C,1,1,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,2,A5,L,L,L,L,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
E,2,1,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,3,2,A6,K,J,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,1
B,1,2,2,A6,K,K,K,K,K,K,Q,Q,Q,Q,Q,P,X,X,X,X,X,X,0
F,2,1,2,A6,K,J,K,K,K,K,P,P,P,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,L,L,Q,R,R,Q,R,P,X,X,X,X,V,X,0
F,1,3,2,A5,K,K,K,K,J,K,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,2,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A2,K,J,J,J,J,J,P,P,P,P,O,O,X,X,X,X,X,X,1
E,1,3,1,A3,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,1
B,2,1,2,A5,L,L,L,L,L,L,R,Q,R,R,R,R,W,X,X,X,X,X,0
F,2,1,1,A3,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,2,1,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,2,2,A5,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,1,1,A4,K,J,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
E,2,1,2,A6,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,1
F,2,1,2,A6,K,I,J,J,J,J,Q,R,R,Q,Q,Q,X,X,X,X,X,X,1
F,1,3,1,A2,K,K,K,H,H,I,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
E,2,2,2,A6,K,I,J,J,J,J,P,P,P,P,P,P,X,X,X,X,X,X,1
E,1,2,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
C,2,3,2,A5,K,K,K,K,K,K,N,N,N,N,N,N,X,X,X,X,X,X,0
F,1,2,2,A6,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,1,A5,K,K,K,K,K,K,Q,R,Q,R,R,Q,X,X,X,X,X,X,1
D,1,2,1,A4,L,K,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,2,A6,K,K,K,J,J,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,2,2,3,A3,J,J,J,J,J,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
D,1,1,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
B,2,2,1,A3,L,L,L,K,K,K,R,R,P,P,Q,Q,X,V,X,X,X,X,0
E,2,2,1,A3,K,J,J,J,J,J,O,O,O,O,O,O,X,X,X,X,X,X,0
E,2,2,2,A5,K,K,K,K,K,K,O,O,O,P,P,P,X,X,X,X,X,X,0
F,1,2,1,A5,J,J,G,G,G,G,R,R,R,R,R,R,X,X,X,X,X,X,1
D,1,1,1,A2,L,J,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,3,1,A2,K,J,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,0
F,1,2,3,A3,K,K,K,K,K,K,R,R,R,R,R,R,X,X,X,X,X,X,0
F,2,1,2,A6,J,J,L,L,L,L,P,R,R,R,R,R,X,X,X,X,X,U,0
C,1,2,2,A4,K,K,K,K,K,K,N,N,N,N,N,N,X,T,X,X,X,X,1
C,2,2,1,A5,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
F,1,2,2,A6,J,K,K,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
F,1,1,2,A6,K,K,K,K,K,K,P,P,P,O,P,P,X,X,X,X,X,X,0
D,2,2,2,A6,K,K,K,K,K,K,N,N,N,N,N,O,X,X,X,X,X,X,0
F,1,2,2,A6,K,J,J,J,J,J,R,R,R,R,R,R,X,X,X,X,X,X,1
E,1,4,1,A4,J,K,K,K,K,L,P,P,Q,Q,R,R,X,X,X,X,X,X,1
E,1,1,1,A2,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,2,2,2,A6,K,K,K,K,K,K,P,P,P,P,P,P,X,X,X,X,X,X,0
D,2,1,2,A4,L,L,L,K,K,L,R,R,R,R,R,R,X,X,X,X,X,X,0
D,2,2,1,A5,K,K,K,K,K,K,Q,R,R,R,R,R,X,X,X,X,X,X,0
F,2,2,1,A5,J,K,K,K,K,K,Q,Q,Q,Q,Q,Q,X,X,X,X,X,X,1
E,1,2,2,A6,L,L,L,K,K,K,Q,R,P,P,Q,R,X,V,X,X,X,W,0
F,2,3,2,A3,L,L,L,L,L,L,O,O,O,R,R,Q,X,X,X,X,W,X,0
E,2,2,1,A4,L,L,L,L,L,L,R,R,R,R,R,R,X,X,X,X,X,X,0
E,1,1,1,A6,K,K,K,K,K,K,O,P,P,P,P,Q,X,X,X,X,X,X,0
F,1,2,1,A4,J,J,J,J,J,K,P,P,P,P,P,P,X,X,X,X,X,X,0
